region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0153,a blur of a red and green object,aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.2206242256461488,0.4444444444444444,0.2352941176470588,0.4444444444444444,0.078744603455945,0.3901052651831878
R1,tile_0154,a black and green ring with a green center,a bird is perched on a tree branch,a plane flying over a river with a boat in the water,0.238843770191263,0.1516326649281583,0.2857142857142857,0.2,0.0595143957603065,0.0
R1,tile_0155,a green and white flower on a pink background,a satellite image of a green area with a river,a river with a small boat in it,0.2222222222222222,0.4,0.2352941176470588,0.4444444444444445,0.0,0.184431916622613
R1,tile_0156,a pink and green background with a small white dot,a green wall with a white background,a painting of a man in a suit,0.2,0.2476793999286233,0.2222222222222222,0.2666666666666666,0.0,0.0
R1,tile_0157,a pink and blue star with a black background,a pink lake,a large green area with a small lake,0.3333333333333333,0.1259170685583745,0.3529411764705882,0.3636363636363636,0.0845798608014702,0.1757860783933462
R1,tile_0158,a blur of a tree in the background,a red and yellow substance,a small boat is floating in the water,0.375,0.1097623272188052,0.375,0.1538461538461538,0.184431916622613,0.0
R1,tile_0159,a green and white object in the sky,a green patch of grass,a large green field with a small patch of grass,0.1947001957678512,0.3678794411714423,0.2222222222222222,0.6666666666666666,0.0724408192504198,0.5797386715376658
R1,tile_0160,a black and white cat,a close up of a piece of green moss,a small pond with a small green plant in it,0.0735758882342884,0.2982797722714565,0.1333333333333333,0.3157894736842105,0.0,0.0562971575750713
R1,tile_0161,a white bird is flying over a green field,a field with a large green field and a small hill,a plane flying over a beach with a body of water,0.3558832901852479,0.3636363636363636,0.3999999999999999,0.3636363636363636,0.1559289254870836,0.0599299682242236
R1,tile_0162,a green and white cat,a bird ' s eye view of a field,a large body of water,0.2,0.2222222222222222,0.2,0.3076923076923077,0.0,0.1273595297947935
R1,tile_0163,a close up of a person ' s eye,a small island with a small boat in the water,a sandy beach,0.111111111111111,0.1,0.1818181818181818,0.1538461538461538,0.0,0.0
R1,tile_0164,a black and white cat,a piece of cake,a piece of cake,0.2,1.0,0.2222222222222222,1.0,0.0,1.0000000000000002
R1,tile_0165,a black and white cat with a black tail,a bird flying in the sky,a white plate with a green leaf on it,0.4444444444444444,0.1010884432854389,0.4444444444444444,0.1333333333333333,0.1458743908205645,0.0
R1,tile_0166,a close up of a pair of green eyes,a close up of a piece of cake,a river with a green area in the middle,0.3333333333333333,0.2206242256461488,0.3333333333333333,0.2352941176470588,0.0680496308783247,0.0
R1,tile_0167,a green and white diamond,an aerial view of the river and surrounding land,an aerial view of the river and farmland,0.1097623272188052,0.7777777777777778,0.1538461538461538,0.823529411764706,0.0986796179798695,0.7060777744337089
R1,tile_0168,a green and white box with a red stripe,aerial view of the farm,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.0326097631826929,0.0,0.3076923076923077,0.0,0.4722363740766291
R1,tile_0169,a blur of a building,aerial view of the site of the proposed site,an aerial view of the countryside,0.1637461506155964,0.4444444444444444,0.1818181818181818,0.5333333333333333,0.1362763414390864,0.4772850456038162
R1,tile_0170,a red flower in a field,a field with a road and a small hill,an aerial view of the land in the amazon rainforest,0.0855695198387653,0.0,0.125,0.0,0.0797025118126694,0.0
R1,tile_0171,a red and green plant,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0,1.0,0.0,1.0,0.0,1.0
R1,tile_0172,a green and white light shining through a window,aerial view of a green field,aerial view of a farm,0.111111111111111,0.6666666666666666,0.1428571428571428,0.7272727272727272,0.0,0.5101490193104813
R1,tile_0173,a blur of a person in a green shirt,an aerial view of a field with a small house,an aerial view of the farm and surrounding fields,0.111111111111111,0.4,0.1111111111111111,0.4210526315789474,0.0739712948346599,0.3112574675270538
R1,tile_0174,a white cat is sitting on a chair,aerial view of the fields,an aerial view of a green field,0.125,0.4021920276213835,0.1333333333333333,0.5,0.0,0.3808726084759437
R1,tile_0175,a green and white diamond,an aerial view of the river and surrounding farmland,an aerial view of the flooded area of the river,0.0,0.596559544542913,0.0,0.631578947368421,0.0,0.5800337443273426
R1,tile_0176,a close up of a person ' s face,an aerial view of the river and surrounding land,a large body of water,0.2222222222222222,0.111111111111111,0.3076923076923077,0.1428571428571428,0.1273595297947935,0.0926978966862705
R1,tile_0177,a green and white striped pattern,a bird ' s eye view of a lake and a forest,a large body of water,0.1666666666666666,0.1666666666666666,0.1818181818181818,0.25,0.0,0.1059921313509325
R1,tile_0178,a green and white substance,a satellite image of the site of the proposed site,an aerial view of the site of the former home of the late king of the nile,0.0,0.2482926518957047,0.0,0.3703703703703703,0.0,0.6085680052399939
R1,tile_0179,a blur of pink and green in the sky,a green wall with a white spot,a large area with a lot of land,0.2222222222222222,0.3715190998929349,0.2352941176470588,0.3999999999999999,0.078744603455945,0.1016306697911265
R1,tile_0180,a blur of pink flowers in the background,a green and purple background,a green tile with a white border,0.125,0.2681280184142557,0.1333333333333333,0.3333333333333333,0.0,0.1273595297947935
R1,tile_0181,a very colorful background with a lot of small flowers,a green and yellow colored background with a small patch of grass,a large green field with a few trees,0.3,0.3333333333333333,0.3333333333333332,0.4,0.0787446034559451,0.1506401849870651
R1,tile_0182,a green and red background with a small amount of light,a green and purple colored granite wall,an aerial view of the amazon rainforest,0.0909090909090909,0.0,0.1111111111111111,0.0,0.0680496308783247,0.0
R1,tile_0183,a white object with a green light on it,a small pond in the middle of a green field,a small lake in the middle of a green field,0.2982797722714565,0.9,0.3157894736842105,0.9,0.0724408192504198,0.7799154245579976
R1,tile_0184,a black cat is sitting on a white surface,an aerial view of the site of the proposed site,a satellite image of the site of the proposed gold mine in the amazon rainforest,0.0570463465591768,0.36391839582758,0.0833333333333333,0.48,0.0,0.5565597571411055
R1,tile_0185,a green plant with a blue light in the middle,an aerial view of the area where the site of the proposed new school is located,an aerial view of the site of the former fort,0.1,0.5,0.1,0.6153846153846154,0.1065703553948076,0.6313507864897775
R1,tile_0186,a green and white building,an aerial view of a farm and a river,a satellite image of the site of the proposed site,0.0735758882342884,0.1988531815143043,0.1333333333333333,0.2105263157894737,0.0,0.1099856999317355
R1,tile_0187,a close up of a green and white striped pattern,a river running through a lush green countryside,a river that is in the middle of a field,0.3,0.2920502936517768,0.3,0.3333333333333332,0.0674430476929674,0.078744603455945
R1,tile_0188,a person ' s hand with a green nail,a river with a small island in the middle,a river with a bridge and a bridge over it,0.2982797722714565,0.3977063630286087,0.3333333333333332,0.4210526315789474,0.0817680414659993,0.1458743908205645
R1,tile_0189,a black and white cat is sitting on a white surface,a bird is perched on a branch of a tree,a green patch of grass,0.0909090909090909,0.2,0.125,0.2666666666666666,0.0,0.1059921313509325
R1,tile_0190,a black and white cat laying on top of a bed,a close up of a piece of cake,a pink boat is floating in the water,0.0909090909090909,0.125,0.1052631578947368,0.125,0.0,0.0
R1,tile_0191,a person ' s hand with a green light on it,a small lake surrounded by trees,a flooded river in the middle of a city,0.1818181818181818,0.1010884432854389,0.2105263157894737,0.1333333333333333,0.0,0.0
R1,tile_0192,a blur of a tree,a picture of a road with a stop sign,an aerial view of the amazon river in the amazon rainforest,0.0602388423824404,0.0889708225463119,0.125,0.0999999999999999,0.0839596659812619,0.0566440959286368
R1,tile_0193,a green grass field with a white background,a piece of cake with a green frosting on top,an aerial view of a beach and a forest,0.2206242256461488,0.3,0.2352941176470588,0.3157894736842105,0.0,0.0724408192504198
R1,tile_0194,a dog is sitting on the grass,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0930627225044365,1.0,0.1176470588235294,1.0,0.1152155433779312,1.0
R1,tile_0195,a white cat sitting on top of a green chair,aerial view of the road from the air,an aerial view of the countryside,0.1,0.5,0.125,0.5714285714285715,0.0787446034559451,0.4932150017451216
R1,tile_0196,a blur of a building in the middle of a street,a painting of a green field with a small house,an aerial view of a farm in the countryside,0.3636363636363636,0.2,0.3999999999999999,0.2105263157894737,0.2989717866450615,0.0724408192504198
R1,tile_0197,a blur of a red and white building,an aerial view of the site of the proposed site,a large field with a small house in the middle,0.1947001957678512,0.1,0.2222222222222222,0.1,0.0,0.0986796179798695
R1,tile_0198,a white and black cat,a river with a red substance,a river with a small boat in it,0.1097623272188052,0.4776875403825261,0.1538461538461538,0.5714285714285715,0.0,0.2605556710562624
R1,tile_0199,a white cat with a black nose,a large green tree,a river in the middle of a forest,0.2476793999286233,0.0919698602928605,0.2666666666666666,0.1666666666666666,0.0,0.0
R1,tile_0200,a person is walking on a path through the woods,a river running through a lush green forest,a river with a boat in it,0.2,0.375,0.2352941176470588,0.3999999999999999,0.0,0.1016306697911265
R1,tile_0201,a pile of green leaves,a large green cake,an aerial view of the area where the fire started,0.0735758882342884,0.0,0.1333333333333333,0.0,0.0797025118126694,0.0
R1,tile_0202,a blur of pink and green in the background,a large green field,an aerial view of the site of the proposed site,0.1988531815143043,0.0,0.2105263157894737,0.0,0.2202881505618297,0.0
R1,tile_0203,a blur of pink and green leaves,a green wall with a white and black paint,an aerial view of the land in the area where the property is located,0.0525542058816346,0.0,0.0952380952380952,0.0,0.0488478341432174,0.0
R1,tile_0204,a blur of pink flowers in the background,a green and yellow marble tile,an aerial view of the area where the fire started,0.1947001957678512,0.0,0.2222222222222222,0.0,0.200622558822281,0.0
R1,tile_0205,a white ring on a green background,a green wall with a white line in the middle,an aerial view of the forest and river,0.0,0.1,0.0,0.1111111111111111,0.0,0.0674430476929674
